Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, fixed, X, Y 
2/1/2022,, 33, PASAJERO, SIN DATOS, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO, 17, FLORIDA, SIN DATOS, CAMION, 1, 597365, 6218015 
2/1/2022,, 30, CONDUCTOR, SIN DATOS, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 17, FLORIDA, SIN DATOS, CAMION, 1, 597365, 6218015 
2/1/2022,, 19, CONDUCTOR, APARICIO SARAVIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, FEMENINO, 16, MALDONADO, SAN RAFAEL - EL PLACER, MOTO, 1, 693300, 6134370 
2/1/2022,, SIN DATOS, CONDUCTOR, AV. LOS ALPES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 17, MALDONADO, PUNTA DEL ESTE, AUTO, 1, 688375, 6131540 
2/1/2022,, SIN DATOS, CONDUCTOR, AV. LOS ALPES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 17, MALDONADO, PUNTA DEL ESTE, MOTO, 1, 688375, 6131540 
2/1/2022,, 31, CONDUCTOR, EL MESANA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 18, MALDONADO, PUNTA DEL ESTE, MOTO, 1, 687975, 6129285 
2/1/2022,, 24, CONDUCTOR, TOMAS ALDABALDE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, FEMENINO, 16, CANELONES, SIN DATOS, MOTO, 1, 570680, 6153865 
2/1/2022,, 50, CONDUCTOR, CAMINO CARRASCO, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, DOMINGO, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 584245, 6140980 
2/1/2022,, 51, CONDUCTOR, J. MONTERROSO, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, DOMINGO, FEMENINO, 19, MALDONADO, MALDONADO, BICICLETA, 1, 687375, 6135515 
2/1/2022,, 23, CONDUCTOR, CAMINO A POQUITOS, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO, 20, CANELONES, SIN DATOS, AUTO, 1, 572740, 6159065 
2/1/2022,, 27, CONDUCTOR, PEZ AUSTRAL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO, 21, MALDONADO, PINARES - LAS DELICIAS, AUTO, 1, 684545, 6135150 
2/1/2022,, 26, PASAJERO, TREINTA Y TRES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, DOMINGO, FEMENINO, 22, FLORIDA, FLORIDA, MOTO, 1, 571495, 6226275 
2/1/2022,, 9, PASAJERO, TREINTA Y TRES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, DOMINGO, MASCULINO, 22, FLORIDA, FLORIDA, MOTO, 1, 571495, 6226275 
2/1/2022,, 37, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573460, 6142485 
2/1/2022,, 19, CONDUCTOR, CAMINO CIBILS, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 22, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 567245, 6139265 
2/1/2022,, 32, CONDUCTOR, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 20, CANELONES, LA FLORESTA, AUTO, 1, 621430, 6153895 
2/1/2022,, 47, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 20, CANELONES, LA FLORESTA, AUTO, 1, 621430, 6153895 
2/1/2022,, 48, CONDUCTOR, GENERAL LEANDRO GOMEZ, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 21, TACUAREMBO, TACUAREMBO, MOTO, 1, 596185, 6487810 
2/1/2022,, 8, PASAJERO, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO, 20, PAYSANDU, NUEVO PAYSANDU, AUTO, 1, 399010, 6429410 
2/1/2022,, 37, PASAJERO, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO, 20, PAYSANDU, NUEVO PAYSANDU, AUTO, 1, 399010, 6429410 
2/1/2022,, 54, CONDUCTOR, SIN DATOS, RURAL     , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 20, PAYSANDU, NUEVO PAYSANDU, MOTO, 1, 399010, 6429410 
2/1/2022,, 53, CONDUCTOR, JUAN BAUTISTA SAA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570390, 6145595 
2/1/2022,, 16, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, DOMINGO, FEMENINO, 23, SAN JOSE, SAN JOSE DE MAYO, MOTO, 1, 525710, 6200730 
2/1/2022,, 30, CONDUCTOR, SIN DATOS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 21, CANELONES, EL PINAR, MOTO, 1, 598115, 6149740 
2/1/2022,, 33, CONDUCTOR, SIN DATOS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 21, CANELONES, EL PINAR, MOTO, 1, 598115, 6149740 
2/1/2022,, 23, CONDUCTOR, VERACIERTO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 580480, 6141240 
2/1/2022,, 33, CONDUCTOR, VERACIERTO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 580480, 6141240 
2/1/2022,, 31, CONDUCTOR, SIN DATOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 23, CANELONES, SAN BAUTISTA, AUTO, 1, 595030, 6188600 
2/1/2022,, 45, CONDUCTOR, SIN DATOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 23, CANELONES, SAN BAUTISTA, AUTO, 1, 595030, 6188600 
3/1/2022,, 17, CONDUCTOR, CORONEL JOSE N. ESCOBAR, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 0, RIVERA, RIVERA, AUTO, 1, 638760, 6578020 
3/1/2022,, 21, CONDUCTOR, CORONEL JOSE N. ESCOBAR, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 0, RIVERA, RIVERA, MOTO, 1, 638760, 6578020 
3/1/2022,, 20, CONDUCTOR, VIA_PUBLICA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 1, TACUAREMBO, TACUAREMBO, AUTO, 1, 596755, 6491080 
3/1/2022,, 35, CONDUCTOR, SIN DATOS, RURAL     , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 1, SORIANO, SIN DATOS, AUTO, 1, 390265, 6280975 
3/1/2022,, 32, PEATÓN, SIN DATOS, RURAL     , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 0, CERRO LARGO, SIN DATOS, SIN DATOS, 1, 728800, 6397555 
2/1/2022,, 28, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575040, 6141855 
2/1/2022,, 56, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575040, 6141855 
3/1/2022,, 28, CONDUCTOR, RUTA 39, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 2, MALDONADO, SIN DATOS, AUTO, 1, 688175, 6144095 
3/1/2022,, SIN DATOS, CONDUCTOR, COSTANERA A LA BARRA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 2, MALDONADO, SIN DATOS, AUTO, 1, 694325, 6134805 
3/1/2022,, 19, PASAJERO, COSTANERA A LA BARRA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 2, MALDONADO, SIN DATOS, AUTO, 1, 694325, 6134805 
3/1/2022,, 19, CONDUCTOR, WILSON FERREIRA ALDUNATE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, LUNES, MASCULINO, 2, SORIANO, MERCEDES, AUTO, 1, 404110, 6320585 
3/1/2022,, 32, PASAJERO, WILSON FERREIRA ALDUNATE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 2, SORIANO, MERCEDES, AUTO, 1, 404110, 6320585 
3/1/2022,, 51, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 3, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576765, 6143035 
3/1/2022,, 43, CONDUCTOR, EMPALME RUTA NRO. 6 Y 14, SUBURBANA , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, LUNES, MASCULINO, 4, DURAZNO, SARANDI DEL YI, MOTO, 1, 628105, 6310865 
3/1/2022,, 44, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 559055, 6150190 
3/1/2022,, 49, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 559055, 6150190 
3/1/2022,, 17, PASAJERO, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 8, LAVALLEJA, SIN DATOS, AUTO, 1, 677620, 6199485 
3/1/2022,, 52, PASAJERO, SIN DATOS, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 8, LAVALLEJA, SIN DATOS, AUTO, 1, 677620, 6199485 
3/1/2022,, 24, CONDUCTOR, LAVALLEJA Y DR ALFREDO NOCCETI, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, LUNES, FEMENINO, 8, MALDONADO, MALDONADO, MOTO, 1, 686695, 6135945 
3/1/2022,, 58, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 9, ROCHA, CASTILLOS, AUTO, 1, 789840, 6210590 
3/1/2022,, 76, CONDUCTOR, TOMAS GOMEZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 9, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, MOTO, 1, 745590, 6321455 
3/1/2022,, 39, PASAJERO, SIN DATOS, RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 10, ROCHA, SIN DATOS, AUTO, 1, 774665, 6201555 
3/1/2022,, 7, PASAJERO, SIN DATOS, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 10, ROCHA, SIN DATOS, AUTO, 1, 774665, 6201555 
3/1/2022,, 23, CONDUCTOR, GIANNATTASIO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 7, CANELONES, SOLYMAR, MOTO, 1, 594560, 6145765 
3/1/2022,, 45, CONDUCTOR, GIANNATTASIO, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 7, CANELONES, SOLYMAR, MOTO, 1, 594560, 6145765 
3/1/2022,, 40, CONDUCTOR, DOCTOR MIGUEL AGUERRE ARISTEGUI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 10, RIVERA, RIVERA, AUTO, 1, 637800, 6581445 
3/1/2022,, 50, CONDUCTOR, RAMBLA PRESIDENTE WILSON, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575870, 6135710 
3/1/2022,, 14, PASAJERO, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 11, ROCHA, SIN DATOS, AUTO, 1, 762160, 6274480 
3/1/2022,, 58, CONDUCTOR, SIN DATOS, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 11, ROCHA, SIN DATOS, AUTO, 1, 762160, 6274480 
3/1/2022,, 67, CONDUCTOR, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 11, ROCHA, SIN DATOS, AUTO, 1, 762160, 6274480 
3/1/2022,, 41, CONDUCTOR, MARIA STAGNERO DE MUNAR, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 10, CANELONES, CANELONES, AUTO, 1, 566100, 6179810 
3/1/2022,, 25, CONDUCTOR, MARCOS DE BOURRE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 11, RIVERA, TRANQUERAS, MOTO, 1, 617060, 6548760 
2/1/2022,, 28, CONDUCTOR, RAMBLA MAHATMA GANDHI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 577185, 6134960 
3/1/2022,, 7, PASAJERO, SIN DATOS, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 12, SAN JOSE, SIN DATOS, AUTO, 1, 549280, 6189410 
3/1/2022,, 44, CONDUCTOR, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 12, SAN JOSE, SIN DATOS, AUTO, 1, 549280, 6189410 
3/1/2022,, 45, PASAJERO, SIN DATOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 13, SAN JOSE, LIBERTAD, AUTO, 1, 535900, 6165730 
3/1/2022,, 27, CONDUCTOR, SIN DATOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 13, SAN JOSE, LIBERTAD, AUTO, 1, 535900, 6165730 
3/1/2022,, 30, PASAJERO, SIN DATOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 13, SAN JOSE, LIBERTAD, AUTO, 1, 535900, 6165730 
3/1/2022,, 61, CONDUCTOR, RAMBLA Y ARBOL DE JUDEA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 13, CANELONES, ATLANTIDA, AUTO, 1, 612490, 6151550 
3/1/2022,, 28, CONDUCTOR, AVENIDA GENERAL EUGENIO GARZON, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO, 14, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 571195, 6148070 
3/1/2022,, 48, CONDUCTOR, SIN DATOS, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 16, SAN JOSE, SIN DATOS, CAMION, 1, 518600, 6201610 
3/1/2022,, 50, CONDUCTOR, PRIMERO DE MAYO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 15, SALTO, SALTO, MOTO, 1, 409770, 6527100 
3/1/2022,, 62, CONDUCTOR, PRIMERO DE MAYO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, LUNES, MASCULINO, 15, SALTO, SALTO, OMNIBUS, 1, 409770, 6527100 
3/1/2022,, 50, CONDUCTOR, VIA_PUBLICA, RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 17, FLORES, TRINIDAD, AUTO, 1, 509430, 6291305 
3/1/2022,, 34, CONDUCTOR, A FERNANDEZ CHAVEZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 16, MALDONADO, SAN CARLOS, AUTO, 1, 690220, 6148315 
3/1/2022,, 16, PASAJERO, STUTZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, LUNES, MASCULINO, 18, COLONIA, NUEVA HELVECIA, AUTO, 1, 478375, 6206880 
3/1/2022,, 50, CONDUCTOR, STUTZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 18, COLONIA, NUEVA HELVECIA, CAMION, 1, 478375, 6206880 
3/1/2022,, 18, CONDUCTOR, AVENIDA JOAQUIN DE VIANA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 18, MALDONADO, MALDONADO, MOTO, 1, 686085, 6134920 
3/1/2022,, 61, CONDUCTOR, AVENIDA JOAQUIN DE VIANA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 18, MALDONADO, MALDONADO, MOTO, 1, 686085, 6134920 
3/1/2022,, 46, CONDUCTOR, AYACUCHO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 18, PAYSANDU, PAYSANDU, AUTO, 1, 399655, 6424305 
3/1/2022,, 29, CONDUCTOR, GRAL. JOSE ARTIGAS, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, LUNES, MASCULINO, 18, CANELONES, SAN JOSE DE CARRASCO, MOTO, 1, 591140, 6144775 
3/1/2022,, 22, CONDUCTOR, JOSE BATLLE Y ORDOÑEZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO, 19, CERRO LARGO, MELO, MOTO, 1, 766000, 6415035 
3/1/2022,, 38, CONDUCTOR, JOSE BATLLE Y ORDOÑEZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 19, CERRO LARGO, MELO, AUTO, 1, 766000, 6415035 
3/1/2022,, SIN DATOS, CONDUCTOR, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, SIN DATOS, 19, MALDONADO, SIN DATOS, AUTO, 1, 708020, 6140410 
3/1/2022,, 38, CONDUCTOR, MERCEDES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 575270, 6137745 
3/1/2022,, 29, CONDUCTOR, RAMBLA CARLOS F. SAEZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 21, SORIANO, MERCEDES, AUTO, 1, 404375, 6321235 
3/1/2022,, 39, CONDUCTOR, GENERAL JUAN ANTONIO LAVALLEJA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 20, COLONIA, ROSARIO, MOTO, 1, 468145, 6203490 
3/1/2022,, SIN DATOS, CONDUCTOR, AVENIDA JOAQUIN DE VIANA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 19, MALDONADO, MALDONADO, AUTO, 1, 686075, 6135740 
3/1/2022,, 27, CONDUCTOR, AVENIDA JOAQUIN DE VIANA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 19, MALDONADO, MALDONADO, MOTO, 1, 686075, 6135740 
3/1/2022,, 45, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 23, LAVALLEJA, MINAS, MOTO, 1, 661470, 6196920 
3/1/2022,, 50, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 23, LAVALLEJA, MINAS, AUTO, 1, 661470, 6196920 
3/1/2022,, 23, CONDUCTOR, ALEJANDRO NOGUEIRA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, FEMENINO, 20, CANELONES, PINAMAR - PINEPARK, MOTO, 1, 604730, 6151025 
3/1/2022,, 40, CONDUCTOR, VAIMACA PIRU, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 22, TACUAREMBO, SAN GREGORIO DE POLANCO, AUTO, 1, 608920, 6390575 
3/1/2022,, 64, CONDUCTOR, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 21, TACUAREMBO, SIN DATOS, AUTO, 1, 595480, 6486080 
4/1/2022,, 38, CONDUCTOR, AVENIDA INGENIERO LUIS GIANNATTASIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 0, CANELONES, LAGOMAR, MOTO, 1, 593010, 6144745 
4/1/2022,, 42, CONDUCTOR, LOS CEIBOS, URBANA    , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 3, MALDONADO, SIN DATOS, AUTO, 1, 688005, 6144955 
4/1/2022,, 7, PASAJERO, VIA_PUBLICA, SUBURBANA , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 4, CANELONES, SIN DATOS, AUTO, 1, 596515, 6168420 
4/1/2022,, 44, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 4, CANELONES, SIN DATOS, AUTO, 1, 596515, 6168420 
4/1/2022,, 41, PASAJERO, AMARO F. RAMOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 5, ARTIGAS, ARTIGAS, AUTO, 1, 551590, 6636955 
4/1/2022,, 34, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 7, CANELONES, SIN DATOS, MOTO, 1, 586720, 6164850 
4/1/2022,, 19, CONDUCTOR, ELENA L. DE BERTULLO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 8, SORIANO, DOLORES, MOTO, 1, 387025, 6290090 
4/1/2022,, 28, CONDUCTOR, SIN DATOS, RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, FLORES, SIN DATOS, AUTO, 1, 511275, 6286005 
4/1/2022,, 19, CONDUCTOR, PIEDRA CAMPANA, RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, MARTES, MASCULINO, 9, FLORIDA, SIN DATOS, MOTO, 1, 627035, 6228695 
4/1/2022,, 46, CONDUCTOR, ITUZAINGO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, SALTO, SALTO, AUTO, 1, 409665, 6525190 
4/1/2022,, 52, CONDUCTOR, LEONARDO OLIVERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 11, MALDONADO, SAN CARLOS, MOTO, 1, 691035, 6147835 
4/1/2022,, 33, PASAJERO, SIN DATOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 11, RIVERA, SIN DATOS, AUTO, 1, 638340, 6575570 
